address_id,address,postcode,state,country,property_valuation
1026,24712 Hazelcrest Lane,3024,VIC,Australia,7
1027,248 Bartillon Plaza,4059,QLD,Australia,9
1028,248 School Park,3156,VIC,Australia,8
1029,24877 3rd Circle,2063,NSW,Australia,12
1030,249 Anderson Street,2153,NSW,Australia,10
1031,249 Burning Wood Point,2758,NSW,Australia,8
1032,249 Merchant Terrace,4211,QLD,Australia,7
1033,24913 Twin Pines Terrace,3350,VIC,Australia,5
1034,24919 Artisan Court,3015,Victoria,Australia,8
1035,24951 Michigan Pass,2176,NSW,Australia,10
1036,24965 Mitchell Center,4124,QLD,Australia,6
1037,25 Coleman Circle,2214,NSW,Australia,9
1038,25 Darwin Terrace,2207,NSW,Australia,9
1039,25 Graceland Way,2750,NSW,Australia,8
1040,25 Melvin Junction,3064,VIC,Australia,6
1041,25 Mesta Plaza,3975,Victoria,Australia,8
1042,25 Novick Center,2010,NSW,Australia,9
1043,25 Parkside Terrace,4570,QLD,Australia,3
1044,25 Ronald Regan Point,4035,QLD,Australia,7
1045,25 Schlimgen Terrace,2211,NSW,Australia,9
1046,25 Schurz Avenue,2071,NSW,Australia,12
1047,25139 Rockefeller Center,4350,QLD,Australia,2
1048,2517 Glacier Hill Point,3219,VIC,Australia,3
1049,252 Mockingbird Plaza,2216,NSW,Australia,10
1050,25253 Straubel Trail,2153,NSW,Australia,10
1051,2538 Gateway Pass,4152,QLD,Australia,4
1052,25386 Fallview Place,2340,NSW,Australia,3
1053,25413 Delaware Pass,3150,VIC,Australia,12
1054,25460 Buell Avenue,2060,NSW,Australia,10
1055,255 Bonner Lane,3076,VIC,Australia,8
1056,255 Doe Crossing Terrace,2767,NSW,Australia,8
1057,25503 Evergreen Drive,4300,QLD,Australia,5
1058,25522 Mosinee Point,4215,QLD,Australia,7
1059,25567 Linden Court,4564,QLD,Australia,8
1060,25578 Mayfield Drive,2099,NSW,Australia,10
1061,2558 Morningstar Center,4221,QLD,Australia,8
1062,256 Fordem Street,2119,NSW,Australia,11
1063,25607 Summer Ridge Way,2448,NSW,Australia,5
1064,2565 Caliangt Point,2171,NSW,Australia,9
1065,25689 Eastlawn Crossing,2067,NSW,Australia,11
1066,257 Ruskin Crossing,2200,NSW,Australia,10
1067,2570 Wayridge Park,2093,NSW,Australia,9
1068,258 Bunker Hill Hill,2138,NSW,Australia,8
1069,258 Luster Court,2154,NSW,Australia,10
1070,259 Barnett Crossing,2265,NSW,Australia,5
1071,259 Homewood Pass,2092,NSW,Australia,10
1072,259 Summerview Center,4740,QLD,Australia,2
1073,259 Union Junction,3107,VIC,Australia,10
1074,2590 Northport Hill,2070,NSW,Australia,11
1075,25925 Service Crossing,2147,NSW,Australia,9
1076,25943 Montana Street,2747,NSW,Australia,8
1077,2595 Grover Drive,3124,Victoria,Australia,12
1078,26 Barby Terrace,2263,NSW,Australia,6
1079,26 Lotheville Court,2085,NSW,Australia,11
1080,26 Portage Junction,4503,QLD,Australia,5
1081,26 Randy Road,2642,NSW,Australia,2
1082,26049 Straubel Point,2099,NSW,Australia,11
1083,26064 Morningstar Junction,2480,NSW,Australia,2
1084,261 Farmco Drive,4118,QLD,Australia,4
1085,261 Mosinee Avenue,2335,NSW,Australia,5
1086,261 Northport Lane,2567,NSW,Australia,7
1087,26138 Katie Point,2800,NSW,Australia,4
1088,2615 Declaration Court,2031,NSW,Australia,12
1089,26204 Monument Alley,2289,NSW,Australia,8
1090,26223 Warrior Terrace,2204,NSW,Australia,9
1091,26349 Spaight Junction,2756,NSW,Australia,8
1092,26378 Esch Junction,2065,NSW,Australia,10
1093,2639 Brown Road,3910,Victoria,Australia,7
1094,2640 Manley Point,2166,New South Wales,Australia,9
1095,266 Little Fleur Street,4350,QLD,Australia,4
1096,26607 West Hill,2777,NSW,Australia,9
1097,2661 Di Loreto Point,4701,QLD,Australia,7
1098,267 Lukken Park,3930,VIC,Australia,9
1099,26710 Express Trail,4390,QLD,Australia,7
1100,26876 Lyons Court,3166,VIC,Australia,10
1101,2699 Crest Line Way,4869,QLD,Australia,4
1102,27 Dawn Lane,2233,NSW,Australia,10
1103,27 Drewry Road,2102,NSW,Australia,10
1104,27 Evergreen Terrace,2261,NSW,Australia,9
1105,27 Farmco Pass,3806,VIC,Australia,8
1106,27 Fuller Trail,2233,NSW,Australia,8
1107,27 Grayhawk Alley,2102,NSW,Australia,11
1108,27 Hooker Plaza,2177,NSW,Australia,8
1109,27 Mayer Lane,3756,VIC,Australia,7
1110,27 Petterle Center,4370,QLD,Australia,2
1111,27 Rockefeller Plaza,4556,QLD,Australia,8
1112,27 Schlimgen Way,4116,QLD,Australia,8
1113,27 Sunfield Center,4869,QLD,Australia,3
1114,27135 Melvin Plaza,4556,QLD,Australia,8
1115,272 Montana Avenue,2021,NSW,Australia,8
1116,27230 7th Place,2068,NSW,Australia,12
1117,2726 Cardinal Way,3073,Victoria,Australia,5
1118,274 Bultman Park,2566,NSW,Australia,7
1119,274 Ludington Trail,2428,NSW,Australia,5
1120,275 Lindbergh Parkway,2086,NSW,Australia,11
1121,2757 Green Ridge Circle,2567,NSW,Australia,8
1122,276 Coolidge Plaza,4215,QLD,Australia,7
1123,276 Hoffman Road,4017,QLD,Australia,8
1124,2769 Banding Avenue,3189,VIC,Australia,10
1125,277 Lindbergh Alley,2100,NSW,Australia,11
1126,277 Maple Circle,2768,NSW,Australia,8
1127,27784 Hansons Trail,3078,VIC,Australia,11
1128,2782 Stephen Trail,2216,NSW,Australia,10
1129,279 Jenna Circle,2179,NSW,Australia,12
1130,2796 Caliangt Circle,2204,New South Wales,Australia,12
1131,28 5th Center,4413,QLD,Australia,3
1132,28 Mcguire Junction,2171,NSW,Australia,10
1133,28 Menomonie Street,3140,VIC,Australia,10
1134,28 Superior Center,2131,NSW,Australia,11
1135,28 Toban Center,3756,VIC,Australia,2
1136,2800 Dottie Trail,3071,VIC,Australia,10
1137,28008 Mesta Lane,2767,NSW,Australia,9
1138,28014 Kings Park,2300,NSW,Australia,8
1139,2807 Northwestern Pass,3182,VIC,Australia,8
1140,2809 Anderson Lane,3350,VIC,Australia,3
1141,28156 School Park,3188,VIC,Australia,10
1142,282 Esker Crossing,3150,VIC,Australia,10
1143,282 Monterey Circle,4300,QLD,Australia,6
1144,282 West Trail,4005,QLD,Australia,5
1145,2826 Huxley Center,3137,Victoria,Australia,8
1146,2827 Fallview Lane,2064,NSW,Australia,9
1147,283 Claremont Hill,2138,NSW,Australia,9
1148,283 Ryan Street,3752,VIC,Australia,7
1149,2836 Morning Drive,2304,NSW,Australia,7
1150,285 Aberg Point,2192,NSW,Australia,10
1151,28604 Bellgrove Circle,4508,QLD,Australia,6
1152,28634 Nova Circle,3127,VIC,Australia,12
1153,2864 Corscot Parkway,2756,NSW,Australia,8
1154,2875 Anhalt Court,4570,QLD,Australia,3
1155,28809 Mesta Pass,4170,QLD,Australia,8
1156,28820 Monica Circle,2226,NSW,Australia,7
1157,2884 Welch Lane,3807,Victoria,Australia,8
1158,289 Haas Street,2075,New South Wales,Australia,11
1159,289 Lerdahl Terrace,2763,NSW,Australia,8
1160,28905 Hallows Avenue,2320,NSW,Australia,5
1161,28928 Mariners Cove Pass,3040,VIC,Australia,11
1162,29 Basil Point,2284,NSW,Australia,5
1163,29 Delaware Pass,2567,NSW,Australia,8
1164,29 Hansons Crossing,2318,NSW,Australia,4
1165,29 Mallory Circle,3791,VIC,Australia,9
1166,29 Portage Street,4070,QLD,Australia,7
1167,29 South Point,3111,Victoria,Australia,9
1168,29 Spohn Drive,2212,NSW,Australia,10
1169,290 Havey Crossing,3145,VIC,Australia,12
1170,290 Jay Drive,4210,QLD,Australia,3
1171,29133 Canary Circle,2282,NSW,Australia,8
1172,2914 Vahlen Lane,2250,NSW,Australia,8
1173,2918 Summer Ridge Hill,3030,VIC,Australia,2
1174,29180 American Ash Circle,2560,NSW,Australia,9
1175,29279 Hazelcrest Junction,2120,NSW,Australia,10
1176,294 Lawn Junction,3677,VIC,Australia,1
1177,29419 Harper Circle,4209,QLD,Australia,5
1178,2942 Swallow Trail,4214,QLD,Australia,9
1179,29438 Swallow Crossing,2217,NSW,Australia,11
1180,29466 Hanson Pass,4208,QLD,Australia,6
1181,2951 Petterle Place,2756,New South Wales,Australia,9
1182,29585 Weeping Birch Avenue,2830,NSW,Australia,2
1183,29639 Porter Center,4221,QLD,Australia,8
1184,297 Kinsman Park,2766,NSW,Australia,9
1185,2982 Monterey Way,3182,VIC,Australia,10
1186,2986 Holmberg Circle,3021,VIC,Australia,9
1187,29863 Waxwing Court,3056,VIC,Australia,5
1188,29886 Crownhardt Crossing,2141,NSW,Australia,8
1189,29895 Crest Line Point,2049,NSW,Australia,11
1190,299 Pine View Parkway,3121,VIC,Australia,12
1191,2992 Scott Hill,3046,VIC,Australia,8
1192,3 American Ash Parkway,3342,VIC,Australia,7
1193,3 Annamark Avenue,3150,VIC,Australia,11
1194,3 Atwood Lane,2153,NSW,Australia,10
1195,3 Barnett Way,2763,NSW,Australia,9
1196,3 Bashford Plaza,2267,NSW,Australia,5
1197,3 Becker Drive,2566,NSW,Australia,8
1198,3 Blaine Road,4306,QLD,Australia,6
1199,3 Bonner Point,2800,NSW,Australia,4
1200,3 Buell Park,2261,NSW,Australia,7
1201,3 Buena Vista Crossing,2444,NSW,Australia,6
1202,3 Buena Vista Pass,4209,QLD,Australia,5
1203,3 Burning Wood Pass,2322,NSW,Australia,4
1204,3 Butterfield Trail,4519,QLD,Australia,6
1205,3 Canary Center,2040,NSW,Australia,10
1206,3 Center Crossing,2452,NSW,Australia,3
1207,3 Cody Trail,2010,NSW,Australia,7
1208,3 Comanche Court,2537,NSW,Australia,4
1209,3 Cordelia Place,3018,VIC,Australia,9
1210,3 Cordelia Plaza,2153,New South Wales,Australia,10
1211,3 Corscot Crossing,2030,NSW,Australia,12
1212,3 Corscot Hill,4870,QLD,Australia,5
1213,3 Crest Line Plaza,2223,NSW,Australia,10
1214,3 Declaration Circle,4350,QLD,Australia,7
1215,3 Delladonna Street,4799,QLD,Australia,3
1216,3 Erie Hill,3564,Victoria,Australia,2
1217,3 Florence Drive,2151,NSW,Australia,10
1218,3 Fordem Park,4011,QLD,Australia,10
1219,3 Forest Dale Lane,2100,NSW,Australia,11
1220,3 Gina Center,4210,QLD,Australia,7
1221,3 Glacier Hill Parkway,2196,NSW,Australia,10
1222,3 Golf Course Avenue,2203,NSW,Australia,9
1223,3 Hayes Court,3109,VIC,Australia,10
1224,3 High Crossing Parkway,3006,VIC,Australia,7
1225,3 Hintze Pass,3133,VIC,Australia,10
1226,3 Hudson Circle,2250,NSW,Australia,9
1227,3 Independence Hill,2560,NSW,Australia,9
1228,3 Independence Street,4073,QLD,Australia,6
1229,3 Kedzie Center,3106,VIC,Australia,10
1230,3 Loomis Crossing,2217,NSW,Australia,9
1231,3 Lukken Road,2066,NSW,Australia,12
1232,3 Lunder Place,2300,NSW,Australia,10
1233,3 Luster Junction,2323,NSW,Australia,4
1234,3 Lyons Road,2759,NSW,Australia,8
1235,3 Magdeline Terrace,2190,NSW,Australia,10
1236,3 Magdeline Way,4415,QLD,Australia,2
1237,3 Mallard Center,2251,NSW,Australia,8
1238,3 Mandrake Parkway,2118,NSW,Australia,9
1239,3 Manley Crossing,4074,QLD,Australia,6
1240,3 Maple Place,3064,VIC,Australia,7
1241,3 Mariners Cove Terrace,3108,VIC,Australia,10
1242,3 Mariners Cove Terrace,2216,NSW,Australia,10
1243,3 Memorial Junction,2126,NSW,Australia,11
1244,3 Memorial Terrace,2234,NSW,Australia,10
1245,3 Monterey Trail,2582,NSW,Australia,9
1246,3 Monument Crossing,2090,NSW,Australia,10
1247,3 Moulton Lane,2153,NSW,Australia,9
1248,3 Myrtle Pass,2095,NSW,Australia,12
1249,3 Myrtle Terrace,4161,QLD,Australia,7
1250,3 Nancy Circle,3106,VIC,Australia,10
1251,3 Nevada Road,4215,QLD,Australia,3
1252,3 New Castle Terrace,3032,VIC,Australia,8
1253,3 Nova Point,3012,VIC,Australia,4
1254,3 Old Gate Hill,4106,QLD,Australia,5
1255,3 Oriole Place,3183,VIC,Australia,7
1256,3 Park Meadow Drive,3023,VIC,Australia,7
1257,3 Pennsylvania Terrace,2197,NSW,Australia,9
1258,3 Pepper Wood Point,2760,NSW,Australia,8
1259,3 Porter Center,2230,NSW,Australia,9
1260,3 Rigney Center,2794,NSW,Australia,2
1261,3 Riverside Drive,4034,QLD,Australia,8
1262,3 Roth Place,2449,NSW,Australia,2
1263,3 Roxbury Street,2261,NSW,Australia,7
1264,3 Sachs Point,2250,NSW,Australia,7
1265,3 Schlimgen Alley,3201,VIC,Australia,6
1266,3 School Drive,4173,QLD,Australia,7
1267,3 School Place,4124,QLD,Australia,4
1268,3 Shasta Circle,2165,NSW,Australia,8
1269,3 Shasta Way,2076,NSW,Australia,12
1270,3 Sheridan Park,2548,NSW,Australia,8
1271,3 Sutteridge Park,4074,QLD,Australia,6
1272,3 Talisman Court,3204,VIC,Australia,11
1273,3 Talisman Place,4811,QLD,Australia,2
1274,3 Talisman Place,4017,QLD,Australia,5
1275,3 Thierer Plaza,4815,QLD,Australia,1
1276,3 Tomscot Place,3756,VIC,Australia,4
1277,3 Valley Edge Trail,3444,VIC,Australia,7
1278,3 Vermont Alley,2261,NSW,Australia,5
1279,3 Vermont Junction,3757,VIC,Australia,6
1280,3 Washington Plaza,3199,VIC,Australia,7
1281,3 Weeping Birch Plaza,3677,VIC,Australia,2
1282,3 Westridge Avenue,2810,NSW,Australia,5
1283,30 Bay Hill,2229,NSW,Australia,12
1284,30 Crescent Oaks Point,3564,VIC,Australia,2
1285,30 Delladonna Plaza,3046,VIC,Australia,8
1286,30 Parkside Terrace,2210,NSW,Australia,10
1287,30 Prairie Rose Road,2761,NSW,Australia,7
1288,30 Redwing Pass,2112,NSW,Australia,11
1289,30011 Manufacturers Hill,3146,VIC,Australia,9
1290,3007 Summer Ridge Street,4511,QLD,Australia,7
1291,3009 Duke Crossing,2200,NSW,Australia,8
1292,30122 Union Plaza,2066,NSW,Australia,9
1293,3015 Bowman Alley,2777,NSW,Australia,9
1294,3024 Butternut Crossing,2087,NSW,Australia,11
1295,30274 Graedel Way,2577,NSW,Australia,7
1296,303 Michigan Avenue,3977,VIC,Australia,5
1297,304 Moland Street,3810,VIC,Australia,5
1298,3044 Summer Ridge Center,3060,VIC,Australia,8
1299,3047 Spenser Pass,2750,NSW,Australia,8
1300,305 Vera Lane,2165,NSW,Australia,8
1301,3052 Green Drive,3142,VIC,Australia,11
1302,30550 Pierstorff Lane,3093,Victoria,Australia,7
1303,306 Longview Street,2145,NSW,Australia,7
1304,30624 John Wall Point,3101,VIC,Australia,7
1305,3073 Golf View Terrace,4165,QLD,Australia,8
1306,3075 Victoria Drive,2290,NSW,Australia,7
1307,308 Jana Crossing,2153,New South Wales,Australia,10
1308,3082 Almo Center,2454,NSW,Australia,4
1309,309 Oneill Way,2068,NSW,Australia,10
1310,309 Shopko Center,4211,QLD,Australia,10
1311,3093 Mockingbird Place,3356,VIC,Australia,2
1312,30991 Macpherson Parkway,2155,NSW,Australia,9
1313,31 Declaration Drive,4500,QLD,Australia,5
1314,31 Dovetail Trail,2088,NSW,Australia,9
1315,31 Eastwood Circle,2460,NSW,Australia,3
1316,31 International Pass,4173,QLD,Australia,7
1317,31 Melvin Park,4163,QLD,Australia,8
1318,31 Northwestern Court,2206,NSW,Australia,10
1319,31 Packers Pass,2205,NSW,Australia,10
1320,31 Scofield Trail,3020,VIC,Australia,8
1321,31 Twin Pines Trail,3775,Victoria,Australia,10
1322,310 Cody Street,2125,NSW,Australia,11
1323,310 Stephen Terrace,4073,QLD,Australia,9
1324,3107 Calypso Terrace,2210,New South Wales,Australia,9
1325,311 Chive Way,4680,QLD,Australia,3
1326,311 Dapin Point,2549,NSW,Australia,3
1327,311 Emmet Point,4211,QLD,Australia,7
1328,31111 Hoepker Road,3034,VIC,Australia,9
1329,31168 Messerschmidt Street,3024,VIC,Australia,5
1330,31186 Hoard Junction,2015,NSW,Australia,12
1331,312 Swallow Place,3021,VIC,Australia,7
1332,3126 Bayside Hill,4503,QLD,Australia,4
1333,3126 Butterfield Pass,2573,NSW,Australia,8
1334,313 Mifflin Center,4504,QLD,Australia,5
1335,313 Schiller Trail,3018,VIC,Australia,4
1336,31331 Old Shore Crossing,2211,NSW,Australia,8
1337,31369 Meadow Valley Road,4034,QLD,Australia,5
1338,314 Northland Plaza,4213,QLD,Australia,5
1339,3140 Hudson Road,3130,VIC,Australia,5
1340,31414 Superior Park,2539,NSW,Australia,7
1341,31435 Eagle Crest Drive,2230,NSW,Australia,10
1342,31435 Surrey Court,2074,NSW,Australia,11
1343,3144 Ruskin Trail,2046,NSW,Australia,11
1344,31445 Morningstar Drive,3429,VIC,Australia,5
1345,31446 5th Court,3064,VIC,Australia,4
1346,31601 Birchwood Court,4105,QLD,Australia,8
1347,3169 Old Gate Point,2211,NSW,Australia,9
1348,3173 Park Meadow Park,2261,NSW,Australia,5
1349,318 Jenifer Alley,2119,NSW,Australia,11
1350,319 Michigan Way,4350,QLD,Australia,4
1351,31953 Dixon Way,2580,NSW,Australia,4
1352,32 Banding Center,2141,NSW,Australia,9
1353,32 Calypso Park,2481,NSW,Australia,11
1354,32 Cody Place,4035,QLD,Australia,8
1355,32 Dennis Hill,2233,NSW,Australia,9
1356,32 Elmside Point,2560,NSW,Australia,6
1357,32 Farragut Avenue,2076,NSW,Australia,11
1358,32 Hagan Junction,2570,NSW,Australia,9
1359,32 Larry Way,3073,VIC,Australia,10
1360,32 Meadow Ridge Alley,4610,QLD,Australia,1
1361,32 Spenser Crossing,2880,NSW,Australia,1
1362,32 Steensland Plaza,2233,NSW,Australia,9
1363,32 Sutteridge Trail,2470,NSW,Australia,1
1364,32 Vidon Point,4118,QLD,Australia,7
1365,320 Acker Drive,2251,NSW,Australia,7
1366,3201 Canary Center,2540,NSW,Australia,9
1367,3202 Ridge Oak Alley,4121,QLD,Australia,9
1368,3205 Service Park,2158,NSW,Australia,10
1369,3206 Debs Point,3071,VIC,Australia,10
1370,32062 Oak Terrace,3205,VIC,Australia,8
1371,321 Glendale Center,2820,NSW,Australia,1
1372,321 Muir Crossing,3175,VIC,Australia,5
1373,322 Garrison Way,3169,VIC,Australia,9
1374,322 Namekagon Trail,2107,NSW,Australia,11
1375,322 Scott Plaza,2170,NSW,Australia,5
1376,32304 Larry Road,4014,QLD,Australia,7
1377,324 Mifflin Road,2290,NSW,Australia,7
1378,3241 Rigney Place,3337,VIC,Australia,4
1379,3242 Arizona Junction,4101,QLD,Australia,10
1380,32571 Dixon Center,3337,VIC,Australia,3
1381,327 Loeprich Street,3187,VIC,Australia,11
1382,327 Monument Street,3201,VIC,Australia,4
1383,32705 Shelley Junction,3172,VIC,Australia,8
1384,32708 Bluestem Alley,3976,VIC,Australia,7
1385,32798 Melby Center,4055,QLD,Australia,8
1386,32876 American Ash Avenue,2099,NSW,Australia,11
1387,329 Glacier Hill Alley,3076,Victoria,Australia,8
1388,33 Almo Terrace,3051,VIC,Australia,10
1389,33 Bayside Way,4702,QLD,Australia,1
1390,33 Del Mar Junction,2264,NSW,Australia,8
1391,33 Farwell Crossing,2575,NSW,Australia,10
1392,33 Kropf Hill,2211,NSW,Australia,10
1393,33 Norway Maple Street,2760,NSW,Australia,7
1394,33 Novick Parkway,2156,NSW,Australia,12
1395,33 Prentice Street,2300,NSW,Australia,9
1396,33 Rockefeller Avenue,4740,QLD,Australia,2
1397,33 Sugar Alley,2060,NSW,Australia,12
1398,33006 Petterle Trail,4121,QLD,Australia,8
1399,33055 Menomonie Parkway,4133,QLD,Australia,8
1400,3306 Bartelt Alley,2323,NSW,Australia,4
1401,33061 Fremont Lane,4720,QLD,Australia,3
1402,332 Maywood Crossing,3136,VIC,Australia,9
1403,332 Summerview Park,3000,VIC,Australia,8
1404,33221 Maple Wood Place,2260,NSW,Australia,10
1405,33297 Hoepker Way,2843,NSW,Australia,1
1406,333 Bunting Crossing,2536,NSW,Australia,4
1407,33331 Corry Road,2560,NSW,Australia,8
1408,33477 Trailsway Park,4818,QLD,Australia,5
1409,33550 Spohn Terrace,3630,VIC,Australia,1
1410,33564 Jana Court,4218,QLD,Australia,5
1411,336 Fordem Trail,2088,NSW,Australia,12
1412,336 Service Pass,2073,NSW,Australia,11
1413,337 Brentwood Pass,2529,NSW,Australia,8
1414,33782 Doe Crossing Terrace,2280,NSW,Australia,7
1415,33792 Burrows Plaza,4125,QLD,Australia,7
1416,33794 Sommers Crossing,2502,NSW,Australia,6
1417,338 Grasskamp Lane,2573,NSW,Australia,7
1418,338 Little Fleur Avenue,2170,NSW,Australia,9
1419,3383 Fair Oaks Circle,3046,VIC,Australia,8
1420,3384 Nelson Circle,4227,QLD,Australia,3
1421,3387 Warrior Court,2527,NSW,Australia,7
1422,3397 Ronald Regan Plaza,4511,QLD,Australia,5
1423,34 3rd Place,3030,VIC,Australia,8
1424,34 Arrowood Pass,2567,NSW,Australia,9
1425,34 Calypso Court,2153,NSW,Australia,10
1426,34 Colorado Pass,2287,NSW,Australia,6
1427,34 Kim Center,2036,NSW,Australia,11
1428,34 Packers Trail,3168,VIC,Australia,10
1429,34 Russell Plaza,4127,QLD,Australia,6
1430,34 Vidon Way,3037,VIC,Australia,8
1431,34 Warrior Trail,2759,NSW,Australia,8
1432,340 Northview Circle,2340,NSW,Australia,4
1433,3403 Spenser Terrace,3143,VIC,Australia,8
1434,341 Katie Junction,4817,QLD,Australia,4
1435,341 Londonderry Point,4215,QLD,Australia,7
1436,341 Saint Paul Lane,2033,NSW,Australia,9
1437,3416 Texas Pass,2747,NSW,Australia,7
1438,3417 Huxley Pass,3355,VIC,Australia,2
1439,34222 Vera Circle,3240,VIC,Australia,7
1440,34329 Heffernan Plaza,3178,VIC,Australia,7
1441,344 Dayton Drive,2148,NSW,Australia,9
1442,344 Delladonna Place,2196,NSW,Australia,10
1443,344 Rockefeller Way,3966,VIC,Australia,2
1444,34457 Springview Street,2759,NSW,Australia,9
1445,345 Dovetail Avenue,4305,QLD,Australia,5
1446,3463 Merchant Trail,3152,VIC,Australia,10
1447,3466 Truax Terrace,2127,NSW,Australia,8
1448,3467 Prairie Rose Lane,3034,VIC,Australia,7
1449,3468 Rigney Place,3505,VIC,Australia,1
1450,3469 Service Road,2770,NSW,Australia,5
1451,34694 Sugar Place,4740,QLD,Australia,5
1452,34748 Charing Cross Point,3057,VIC,Australia,10
1453,34775 Melrose Road,2152,NSW,Australia,10
1454,34797 Londonderry Trail,3806,VIC,Australia,7
1455,3483 Burrows Hill,2137,NSW,Australia,11
1456,34953 Oak Circle,2153,NSW,Australia,10
1457,3496 Brown Drive,2207,New South Wales,Australia,8
1458,34976 Lindbergh Hill,4304,QLD,Australia,4
1459,35 Chive Alley,2033,NSW,Australia,10
1460,35 Debra Way,3201,VIC,Australia,6
1461,35 Eastwood Plaza,3163,VIC,Australia,9
1462,35 Harbort Way,2446,NSW,Australia,8
1463,35 Lakewood Gardens Junction,3806,VIC,Australia,9
1464,35 Larry Plaza,2093,NSW,Australia,9
1465,35 Shelley Court,3156,VIC,Australia,8
1466,3516 Kensington Lane,2164,NSW,Australia,9
1467,3519 Schurz Alley,4034,QLD,Australia,7
1468,352 Bonner Crossing,3084,VIC,Australia,8
1469,352 Forster Place,4132,QLD,Australia,3
1470,352 Roth Street,4300,QLD,Australia,6
1471,3525 Buena Vista Plaza,2120,NSW,Australia,9
1472,3528 Granby Circle,4825,QLD,Australia,5
1473,35280 Harper Junction,2700,NSW,Australia,2
1474,353 Donald Street,3199,VIC,Australia,7
1475,353 Oneill Park,3145,VIC,Australia,9
1476,353 Scott Road,2770,NSW,Australia,7
1477,353 Stuart Trail,4702,QLD,Australia,3
1478,3538 Bunting Hill,3805,VIC,Australia,7
1479,35386 Mockingbird Road,3749,VIC,Australia,4
1480,3542 Arkansas Place,3380,VIC,Australia,1
1481,35454 Welch Hill,2477,NSW,Australia,6
1482,355 Thackeray Circle,3025,Victoria,Australia,9
1483,356 Petterle Way,2193,NSW,Australia,9
1484,3563 Darwin Avenue,3095,VIC,Australia,9
1485,35631 Colorado Crossing,2630,NSW,Australia,2
1486,3567 Northfield Lane,2430,NSW,Australia,5
1487,357 Elgar Alley,3910,VIC,Australia,9
1488,35796 Buhler Plaza,3108,Victoria,Australia,10
1489,358 Ronald Regan Point,2065,NSW,Australia,12
1490,35807 Oneill Way,4300,QLD,Australia,4
1491,359 Briar Crest Road,2155,NSW,Australia,10
1492,359 Kropf Point,2750,NSW,Australia,9
1493,36 Grayhawk Plaza,2031,NSW,Australia,9
1494,36 Helena Drive,4305,QLD,Australia,1
1495,36 Marquette Center,2250,NSW,Australia,7
1496,36 Service Lane,2750,NSW,Australia,7
1497,36 Sommers Place,2096,NSW,Australia,12
1498,36 Vidon Parkway,2798,NSW,Australia,6
1499,360 Green Ridge Junction,2508,NSW,Australia,9
1500,360 Troy Parkway,3223,VIC,Australia,6
1501,3605 Vidon Hill,3305,VIC,Australia,1
1502,36072 Lakewood Gardens Court,4051,QLD,Australia,8
1503,3609 Shelley Road,2126,NSW,Australia,10
1504,3619 Elgar Terrace,3337,VIC,Australia,3
1505,362 Mayer Terrace,4680,QLD,Australia,5
1506,363 Schiller Court,2763,NSW,Australia,7
1507,36360 Coleman Trail,3850,Victoria,Australia,3
1508,3638 Starling Alley,2027,NSW,Australia,11
1509,36445 Meadow Valley Road,3087,VIC,Australia,9
1510,365 Jenifer Point,4116,QLD,Australia,7
1511,36516 Forster Lane,4034,QLD,Australia,7
1512,366 Hovde Park,2566,NSW,Australia,8
1513,366 International Way,2170,NSW,Australia,8
1514,367 Algoma Lane,2153,NSW,Australia,10
1515,367 Talmadge Way,2705,NSW,Australia,1
1516,36708 Algoma Junction,2170,NSW,Australia,6
1517,3673 Jenna Center,4301,QLD,Australia,3
1518,36744 Birchwood Center,4019,QLD,Australia,3
1519,36866 Summit Point,3750,VIC,Australia,9
1520,369 Milwaukee Court,3630,VIC,Australia,2
1521,36903 Reinke Trail,3147,VIC,Australia,10
1522,36912 Gina Pass,2133,NSW,Australia,11
1523,37 Banding Avenue,2567,NSW,Australia,9
1524,37 Clarendon Lane,4655,QLD,Australia,3
1525,37 Darwin Circle,2282,NSW,Australia,8
1526,37 Division Way,2153,NSW,Australia,9
1527,37 Dorton Street,2594,NSW,Australia,3
1528,37 Hintze Center,4011,QLD,Australia,11
1529,37 Hintze Court,2168,NSW,Australia,9
1530,37 Ilene Hill,3121,Victoria,Australia,10
1531,37 Mockingbird Street,4017,QLD,Australia,3
1532,37 Roth Place,2144,NSW,Australia,10
1533,37 Summerview Park,2101,NSW,Australia,11
1534,37 Sutherland Terrace,2830,NSW,Australia,4
1535,37 Tennessee Way,4078,QLD,Australia,5
1536,370 Portage Parkway,3125,VIC,Australia,8
1537,37006 Hoard Circle,3182,VIC,Australia,7
1538,37024 Anniversary Place,2204,NSW,Australia,11
1539,37093 Manitowish Center,2170,NSW,Australia,10
1540,3720 Anniversary Court,4812,QLD,Australia,2
1541,37208 Golf View Terrace,2145,NSW,Australia,8
1542,3723 Bunker Hill Circle,2065,NSW,Australia,10
1543,37258 Stephen Place,4116,QLD,Australia,9
1544,373 Cordelia Trail,3500,VIC,Australia,1
1545,373 Hayes Terrace,2010,NSW,Australia,9
1546,373 Oak Valley Avenue,2048,NSW,Australia,11
1547,3732 Linden Avenue,4820,QLD,Australia,1
1548,37353 Alpine Circle,2214,NSW,Australia,8
1549,37363 Morning Park,3108,VIC,Australia,7
1550,3743 Melody Avenue,3550,Victoria,Australia,4
1551,37430 Merrick Center,2770,NSW,Australia,6
1552,3748 Lake View Lane,2590,NSW,Australia,1
